sid,sname,date,punishment_amount,punishment_type,conductor,object
600570,恒生电子,2016-11-26,33020.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,公司子公司杭州恒生网络技术服务有限公司，刘曙峰，官晓岚
600570,恒生电子,2014-01-01,--,责令改正,中国证券监督管理委员会浙江监管局,公司子公司杭州数米基金销售有限公司
600571,信雅达,2020-05-07,--,通报批评,上海证券交易所,本公司，时任公司董事长郭华强，时任公司董事会秘书叶晖
600571,信雅达,2020-05-07,--,公开谴责,上海证券交易所,公司股东刁建敏，公司股东王靖，资产重组交易对方上海科漾信息科技有限公司
600571,信雅达,2018-12-13,--,其他,中国证券监督管理委员会浙江监管局,本公司
600571,信雅达,2018-12-11,--,其他,中国证券监督管理委员会浙江监管局,公司股东郭华强
600571,信雅达,2016-09-21,7.6200万元,罚款，行政处罚，其他,安徽省工商行政管理局,本公司
600575,淮河能源,2016-02-04,--,公开谴责,上海证券交易所,时任安徽皖江物流(集团)股份有限公司监事艾强
600575,淮河能源,2015-11-19,--,公开谴责,上海证券交易所,时任公司董事、常务副总经理汪晓秀，时任公司董事长孔祥喜，时任公司董事杨林，时任公司董事张孟邻，时任公司董事李非文，时任公司董事赖勇波，时任公司董事会秘书牛占奎，时任公司独立董事陈颖洲，时任公司独立董事卢太平，时任公司独立董事陈大铮，时任公司独立董事张永泰，时任公司监事会主席江文革，时任公司监事张伟，时任公司监事艾强，时任公司监事杨学伟，时任公司总经理李健，时任公司副总经理陈家喜，时任公司副总经理彭广月，时任公司副总经理程峥，时任公司副总经理于晓辰，时任公司副总经理毕泗斌，时任公司副总经理郑凯，时任公司副总经理吕觉人
600575,淮河能源,2015-08-01,150.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,本公司，公司董事杨林，独立董事陈颖洲、卢太平、陈大铮、张永泰，其他相关责任人汪晓秀、孔祥喜、牛占奎、张孟邻、李非文、赖勇波、江文革、张伟、艾强、杨学伟、李健、陈家喜、彭广月、程峥、于晓辰、郑凯、吕觉人
600576,祥源文化,2019-04-30,60.0000万元,罚款，行政处罚,中国证券监督管理委员会,公司董事长、总经理孔德永
600576,祥源文化,2019-02-20,--,公开谴责,上海证券交易所,本公司控股股东浙江祥源实业有限公司，本公司原实际控制人、时任董事长孔德永
600576,祥源文化,2018-11-20,--,公开谴责，其他,上海证券交易所,本公司，时任公司董事长孔德永，公司收购方西藏龙薇文化传媒有限公司，时任西藏龙薇文化传媒有限公司直接责任人员，时任西藏龙薇文化传媒有限公司执行董事、总经理、控股股东、法定代表人赵薇，时任大漠金海集团有限公司法务总监(受托办理收购事项)，收购事项其他直接责任人员赵政
600576,祥源文化,2018-08-04,240.0000万元,罚款，警告，行政处罚，其他,中国证券监督管理委员会,本公司，时任董事长孔德永，公司控股股东浙江祥源实业有限公司
600576,祥源文化,2018-04-17,240.0000万元,罚款，警告，市场禁入，责令改正，行政处罚，其他,中国证券监督管理委员会,本公司，西藏龙薇文化传媒有限公司，公司时任董事长、实际控制人孔德永，龙薇传媒执行董事赵薇，黄有龙，赵政
600576,祥源文化,2016-11-09,--,通报批评,上海证券交易所,本公司，时任本公司董事会秘书詹纯伟
600579,克劳斯,2017-11-11,--,警告,中国证券监督管理委员会青岛监管局,本公司
600579,克劳斯,2017-10-25,--,通报批评,上海证券交易所,本公司，中国化工装备有限公司，化学工业设备质量监督检验中心，时任公司董事长肖世猛，时任公司董事兼总经理孙中心，时任公司财务总监阴晓辉，时任公司董事兼董事会秘书阎建亭
600587,新华医疗,2019-10-09,--,通报批评,上海证券交易所,本公司，公司时任董事长赵毅新，公司时任董事兼董事会秘书季跃相，公司时任董事会秘书兼财务负责人李财祥
600587,新华医疗,2019-10-09,--,通报批评,上海证券交易所1,公司股东隋涌，公司股东邱家山，公司股东苏晓东，公司股东魏旭航，公司股东罗在疆，公司股东李健，公司股东方怡平，公司股东杨远志，公司股东阳仲武
600587,新华医疗,2017-06-21,--,警告,中国证券监督管理委员会山东监管局,股东隋涌、邱家山、苏晓东、魏旭航、罗在疆、李健、方怡平、杨远志、阳仲武
600587,新华医疗,2017-04-13,--,警告，其他,中国证券监督管理委员会山东监管局,本公司，公司董事长赵毅新，总经理许尚峰，董事会秘书兼财务负责人李财祥
600589,广东榕泰,2021-01-13,--,通报批评,上海证券交易所,公司时任实际控制人杨宝生，公司时任实际控制人杨启昭
600589,广东榕泰,2020-12-23,--,公开谴责,上海证券交易所,本公司，时任董事长兼总经理杨宝生，时任董事兼副总经理林岳金，时任董事兼副总经理杨光，时任董事兼副总经理高大鹏，时任董事兼财务总监郑创佳，时任董事罗海雄，时任董事林伟雄，时任董事会秘书徐罗旭，时任独立董事兼审计委员会召集人冯育升，时任独立董事陈水挟，时任独立董事陈水挟，时任独立董事李晓东，时任独立董事郑子彬，时任监事杨愈静，时任监事陈东扬，时任监事朱少鹏
600589,广东榕泰,2020-05-09,--,责令改正,中国证券监督管理委员会广东监管局,本公司
600590,泰豪科技,2015-10-27,--,责令改正，行政处罚,中国证券监督管理委员会江西监管局,时任董事长、现任董事陆致成，总裁杨剑，董事会秘书李结平，本公司
600592,龙溪股份,2016-09-14,--,警告,中国证券监督管理委员会福建监管局,本公司
600593,大连圣亚,2020-07-04,--,其他,中国证券监督管理委员会大连监管局,公司董事会董事会主要负责人杨子平，公司新任董事毛崴
600593,大连圣亚,2020-03-04,--,通报批评,上海证券交易所,公司股东磐京股权投资基金管理(上海)有限公司，磐京股权投资基金管理(上海)有限公司股东毛崴，磐京股权投资基金管理(上海)有限公司股东韩淑琴
600594,益佰制药,2020-01-23,--,公开谴责，通报批评,上海证券交易所,本公司，公司控股股东、实际控制人暨时任董事长窦啟玲，财务总监郭建兰，监事王岳华
600594,益佰制药,2019-06-12,--,其他,中国证券监督管理委员会贵州监管局,本公司，公司时任董事长、监事、财务总监窦啟玲、王岳华、张林生、郭建兰
600595,*ST中孚,2014-09-30,--,警告，其他,中国证券监督管理委员会河南监管局,贺怀钦，崔红松，梅君，杨萍
600596,新安股份,2017-07-21,--,警告,中国证券监督管理委员会浙江监管局,本公司，公司时任董事会秘书姜永平
600596,新安股份,2014-01-10,9.9000万元,罚款，责令改正，行政处罚,开化县环境保护局,公司子公司浙江开化合成材料有限公司
600597,光明乳业,2016-12-31,197.7800万元,罚款，行政处罚,上海市物价局,公司子公司上海领鲜物流有限公司
600598,北大荒,2016-08-30,115.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,本公司，时任公司董事、总经理丁晓枫，时任公司副总经理杨忠诚，时任北大荒鑫亚总经理白石，时任北大荒鑫亚副总经理赵幸福，时任北大荒鑫亚运营总监刘艳明，时任北大荒鑫亚扶余项目部高级主管赵亚光，时任公司董事刘长友、王贵、陶喜军、于金友、宋颀年，朱小平、时任公司独立董事于逸生、李一军、赵世君
600598,北大荒,2014-10-28,--,通报批评,上海证券交易所,本公司，时任公司董事会秘书、时任黑龙江北大荒投资担保股份有限公司董事长史晓丹
600598,北大荒,2013-11-21,--,其他,中国证券监督管理委员会黑龙江监管局,董事、总经理丁晓枫
600598,北大荒,2013-09-06,--,警告，责令改正，其他,中国证券监督管理委员会黑龙江监管局,本公司
600598,北大荒,2012-11-28,--,公开谴责,上海证券交易所,黑龙江北大荒农业股份有限公司，丁晓枫
600599,*ST熊猫,2020-12-11,--,其他,中国证券监督管理委员会湖南监管局,本公司，公司董事长李民，公司总经理杨恒伟，公司董事会秘书罗春艳，公司财务总监黄玉岸
600599,*ST熊猫,2020-11-14,--,其他,中国证券监督管理委员会湖南监管局,本公司
600599,*ST熊猫,2018-09-22,--,其他,中国证券监督管理委员会湖南监管局,本公司
600599,*ST熊猫,2011-03-25,--,公开谴责,上海证券交易所,银河湾国际投资有限公司，赵伟平
600599,*ST熊猫,2010-11-24,60.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,银河湾国际投资有限公司，赵伟平
600599,*ST熊猫,2007-07-10,--,公开谴责,上海证券交易所,本公司
600601,方正科技,2017-12-27,--,公开谴责，通报批评,上海证券交易所,本公司，公司控股股东北大方正集团有限公司，武汉国兴科技发展有限公司，李友，时任公司董事长方中华，时任公司董事长易梅，侯郁波，李晓勤，徐文彬，千新国，刘欲晓，朱兆庆，胡永栓，贾朝心，黄肖锋，傅林生，何明珂，王善迈，董黎明，邱泽珺，蒋艳华
600601,方正科技,2017-05-10,326.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会,本公司，控股股东北大方正集团有限公司，公司股东武汉国兴科技发展有限公司，时任公司高级管理人员李友、方中华、易梅、侯郁波、徐文彬、刘欲晓、李晓勤、千新国、朱兆庆、胡永栓、黄肖锋、贾朝心、傅林生、何明珂、董黎明、邱泽珺、蒋艳华、王善迈
600602,云赛智联,2016-09-24,--,警告,中国证券监督管理委员会上海监管局,本公司
600603,广汇物流,2002-04-05,--,公开谴责,上海证券交易所,上海兴业房产股份有限公司，唐相道，曹光骝
600603,广汇物流,2002-03-23,--,通报批评,中国证券监督管理委员会上海监管局,本公司，唐相道、曹光骝、孙勇、陈安民、陈长年
600604,市北高新,2014-01-18,--,警告,中国证券监督管理委员会上海监管局,公司股东上海市北高新(集团)有限公司
600605,汇通能源,2020-09-24,--,其他,中国证券监督管理委员会上海监管局,本公司
600606,绿地控股,2014-12-27,--,警告,中国证券监督管理委员会,原监事高兴，原副总经理李敏
600608,ST沪科,2017-12-09,--,警告,中国证券监督管理委员会上海监管局,本公司
600608,ST沪科,2010-04-23,40.0000万元,行政处罚，罚款,中国证券监督管理委员会,上海宽频科技股份有限公司，张杰，任建宏，胡良，叶麒敏，郑茳，曹水和，蔡宪成，王守觉，倪敬东
600608,ST沪科,2009-12-25,--,警告，行政处罚,中国证券监督管理委员会,本公司
600608,ST沪科,2005-11-15,--,公开谴责,上海证券交易所,上海宽频科技股份有限公司，张杰、叶麒敏、任建宏、郑茳、李德平、茅健、王福康、叶国华，胡良
600608,ST沪科,2005-01-12,--,公开谴责,上海证券交易所,张杰
600608,ST沪科,2001-03-27,--,通报批评,中国证券监督管理委员会,本公司
600609,金杯汽车,2020-11-23,--,其他,中国证券监督管理委员会辽宁监管局,公司间接控股股东华晨汽车集团控股有限公司
600609,金杯汽车,2020-08-07,--,通报批评,上海证券交易所,本公司股东周晓宇
600609,金杯汽车,2002-05-25,--,公开谴责,上海证券交易所,金杯汽车股份有限公司，全体董事
600610,ST毅达,2020-04-21,30.0000万元,罚款，警告，行政处罚，其他,中国证券监督管理委员会上海监管局,本公司
600610,ST毅达,2020-03-03,40.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会上海监管局,本公司
600610,ST毅达,2019-11-18,--,公开谴责,上海证券交易所,本公司，公司董事长张培，公司董事房永亮，董事侯庆路，董事孔令勇，公司董事宋欣燃，董事邓将军，董事张罕锋，监事马文彪，监事陈锋平，监事黄新浩
600610,ST毅达,2019-08-15,--,公开谴责,上海证券交易所,公司控股股东大申集团有限公司
600610,ST毅达,2019-08-09,--,公开谴责，其他,上海证券交易所,本公司，时任董事长张培，时任董事房永亮，时任董事侯庆路，时任董事孔令勇，时任董事宋欣燃，时任董事邓将军，时任董事张罕锋，时任监事马文彪，时任监事陈锋平，时任监事黄新浩
600610,ST毅达,2019-06-22,56.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,本公司，公司时任中毅达董事、总经理，代行董事长、董事会秘书职务党悦栋，公司时任中毅达独立董事杨世锋
600610,ST毅达,2018-12-28,--,公开谴责，通报批评，其他,上海证券交易所,本公司，时任公司董事长(代)、董事、总经理、董事会秘书(代)党悦栋，时任公司董事长吴邦兴，时任公司副董事长陈国中，时任董事兼副总经理李春蓉时任公司董事杨永华、方文革、庞森友、陈两武、马庆银、武舸，时任公司独立董事刘名旭，张伟，李宝江，杨世锋，陈亚莉，陈国坤，赵海燕，徐清波，时任公司监事马文彪，张秋霞，孔令勇，秦健智，谢若锋，杨士军，时任公司常务副总经理耿昱，刘晓桥，时任公司财务总监李臻峻
600610,ST毅达,2018-05-04,13.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会上海监管局,本公司董事徐清波，本公司副董事长陈国中
600610,ST毅达,2018-04-13,163.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会上海监管局,本公司，本公司董事会秘书兼财务总监林旭楠，副董事长任鸿虎，董事长吴邦兴，董事陈国坤，董事陈两武，董事陈亚莉，副总经理刘晓桥，董事马庆银，董事秦健智，董事武舸，监事谢若锋，监事杨世军，董事杨永华，董事赵海燕，厦门中毅达副总经理盛燕
600610,ST毅达,2018-02-07,--,警告，行政处罚,中国证券监督管理委员会上海监管局,本公司
600610,ST毅达,2017-12-28,--,公开谴责，通报批评,上海证券交易所,本公司，公司控股股东大申集团有限公司，深圳市乾源资产管理有限公司，深圳万盛源投资管理有限公司，贵州贵台实业有限公司，实际控制人何晓阳，深圳市乾源资产管理有限公司股东、法定代表人李莹，贵州贵台实业有限公司股东、法定代表人戚欢，深圳万盛源投资管理有限公司股东黄伟，深圳万盛源投资管理有限公司法定代表人黄俊翔，公司董事长沈新民，公司董事、深圳万盛源投资管理有限公司时任法定代表人李厚泽，公司董事杨永华、方文革、庞森友，时任董事、董事会秘书李春蓉，董事代董事会秘书党悦栋，独立董事刘名旭、张伟、李宝江、杨世锋、黄琪，财务总监李臻峻
600610,ST毅达,2017-02-06,--,公开谴责，其他,上海证券交易所,本公司，时任上海中毅达股份有限公司代董事长兼总经理任鸿虎，时任上海中毅达股份有限公司董事长兼总经理刘效军，时任上海中毅达股份有限公司财务总监兼董事会秘书林旭南
600610,ST毅达,2001-10-30,--,公开谴责,上海证券交易所,中国纺织机械股份有限公司，张文卿，郑伯华，李培忠，陈和文，徐黎明，胡霞娟，虞志奋，朱志鸿，孙蓓华，石李芬
600612,老凤祥,2013-08-13,323.2900万元,罚款,上海市物价局,上海老凤祥银楼有限公司
600613,神奇制药,2018-05-29,20.0000万元,罚款，行政处罚，责令整改,龙里县环境保护局,本公司全资子公司贵州神奇药业有限公司的下属生产基地之一(龙里分厂)
600613,神奇制药,2015-12-24,--,责令改正，行政处罚,龙里县环境保护局,公司子公司贵州神奇药业有限公司龙里分厂
600613,神奇制药,2014-03-21,4.0200万元,罚款，行政处罚,龙里县环境保护局,公司子公司贵州柏强制药有限公司
600613,神奇制药,2014-02-14,46.5000万元,罚款,中国证券监督管理委员会,胡海波，曹琏琏
600614,*ST鹏起,2020-09-16,--,公开谴责，通报批评，其他,上海证券交易所,本公司，公司实际控制人暨时任董事长兼总经理张朋起，公司实际控制人的一致行动人宋雪云，公司董事兼财务总监孙潇桐，公司总经理彭欣，公司董事会秘书胡湧，公司董事会秘书朱晓军，公司董事曹文法，公司董事曹剑，公司独立董事严法善，公司独立董事魏嶷，公司独立董事童兆达
600614,*ST鹏起,2020-05-06,--,责令改正,中国证券监督管理委员会吉林监管局,公司股东、实际控制人、董事长张朋起，万方投资控股集团有限公司
600614,*ST鹏起,2019-11-15,--,公开谴责，通报批评,上海证券交易所,本公司，公司实际控制人、董事长张朋起，公司财务总监孙潇桐，董事会秘书胡湧
600614,*ST鹏起,2019-09-18,--,责令改正,中国证券监督管理委员会上海监管局,本公司，实际控制人、董事长张朋起
600614,*ST鹏起,2019-08-29,--,其他,中国证券监督管理委员会上海监管局,公司股东鹏起科技控股集团有限公司，公司股东洛阳申祥电子科技有限公司
600614,*ST鹏起,2019-08-14,--,通报批评,上海证券交易所,公司股东鹏起科技控股集团有限公司，公司股东洛阳申祥电子科技有限公司
600614,*ST鹏起,2019-01-31,--,其他,中国证券监督管理委员会上海监管局,董事长张朋起
600614,*ST鹏起,2017-04-19,--,警告,中国证券监督管理委员会上海监管局,董事长张朋起
600614,*ST鹏起,2017-04-17,--,通报批评,上海证券交易所,时任公司董事长张朋起，时任公司董事会秘书姜卫星
600614,*ST鹏起,2016-11-02,--,通报批评,上海证券交易所,时任董事曹文法
600614,*ST鹏起,2014-12-13,--,责令改正,中国证券监督管理委员会上海监管局,本公司
600614,*ST鹏起,1997-09-08,--,通报批评,中国证券监督管理委员会,上海胶带股份有限公司
600615,丰华股份,2019-12-17,--,公开谴责，通报批评,上海证券交易所,本公司，公司控股股东隆鑫控股有限公司，公司实际控制人涂建华，公司董事长兼总经理涂建敏，公司董事段晓华，公司董事兼董事会秘书曹际东，公司财务总监张望宁
600615,丰华股份,2019-07-11,--,责令改正,中国证券监督管理委员会上海监管局,公司控股股东隆鑫控股有限公司
600615,丰华股份,2019-05-25,--,责令改正，其他,中国证券监督管理委员会上海监管局,本公司，董事会秘书曹际东，隆鑫控股总裁助理兼财务总监段晓华，公司控股股东隆鑫控股有限公司，公司董事长兼总经理涂建敏，公司财务总监张望宁
600615,丰华股份,2005-05-10,35.0000万元,行政处罚，罚款,中国证券监督管理委员会,上海丰华(集团)股份有限公司，王延涛，宋波，韩铭，王道庚，李云龙，秦永泉，王志，俞夏林，夏润芳，肖金泉，彭龙，张明忠
600615,丰华股份,2004-05-10,--,公开谴责,上海证券交易所,上海丰华(集团)股份有限公司，彭龙、宋波、张晓宾、于清才、高杰、黄海荣、许铁良、俞夏林、肖金泉，王结根
600615,丰华股份,2003-05-16,--,公开谴责,上海证券交易所,上海丰华(集团)股份有限公司，全体董事
600615,丰华股份,2002-07-12,--,公开谴责,上海证券交易所,本公司，王延涛，李云龙，秦永泉，王道庚，彭龙，夏润芳
600615,丰华股份,2001-03-27,--,通报批评,中国证券监督管理委员会,上海丰华圆珠笔股份有限公司
600616,金枫酒业,2020-12-07,--,通报批评,上海证券交易所,公司股东顾鹤富
600618,氯碱化工,2020-03-04,--,其他,中国证券监督管理委员会上海监管局,公司董事、总经理张伟民
600618,氯碱化工,2017-09-01,--,警告,中国证券监督管理委员会上海监管局,本公司
600619,海立股份,2018-06-29,--,通报批评,上海证券交易所,控股股东上海电气(集团)总公司
600619,海立股份,2017-11-02,--,警告,中国证券监督管理委员会上海监管局,本公司
600619,海立股份,2013-04-15,116.2200万元,罚款，其他,中国证券监督管理委员会,公司股东王敏文，公司股东王敏文之妻刘晓霖，上海金瑞达资产管理股份有限公司
600621,华鑫股份,2020-09-22,--,公开谴责，其他,中国期货业协会,公司全资孙公司华鑫期货有限公司，公司全资子公司华鑫期货有限公司总经理
600621,华鑫股份,2020-07-21,--,通报批评，其他,中国金融期货交易所,公司全资孙公司华鑫期货有限公司
600621,华鑫股份,2019-12-26,1011.9100万元,罚款，警告，行政处罚，其他,中国证券监督管理委员会上海监管局,公司全资孙公司华鑫期货有限公司，时任华鑫期货总经理、法定代表人、IT治理委员会主席、分管信息技术部的高级管理人员李俊
600621,华鑫股份,2013-09-03,30.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,公司股东上海仪电控股(集团)公司
600622,光大嘉宝,2000-09-02,5.0000万元,行政处罚，罚款,中国证券监督管理委员会,卢万兴，张锦德、谈明兴、赵增福、许炳炎、潘永生、陶忠明、吴锡森、叶祖成、汤富祥、杨坚强、陈海涛、陈伯兴
600624,复旦复华,2019-08-31,--,其他,中国证券监督管理委员会上海监管局,公司股东上海上科科技投资有限公司
600624,复旦复华,2019-07-31,--,通报批评,上海证券交易所,上海上科科技投资有限公司
600624,复旦复华,2014-11-25,--,责令改正,中国证券监督管理委员会上海监管局,本公司
600626,申达股份,2019-02-15,35.0000万元,罚款，责令改正，行政处罚,上海市浦东新区城市管理行政执法局,控股子公司上海申达科宝新材料有限公司
600628,新世界,2020-05-19,--,其他,中国证券监督管理委员会上海监管局,公司股东、一致行动人沈国军，公司股东、一致行动人沈君升，公司股东、一致行动人沈莹乐，公司股东、一致行动人浙江国俊有限公司
600629,华建集团,2014-04-10,10.0000万元,罚款，责令改正，行政处罚,上海市青浦区环境保护局,公司子公司上海新型建材岩棉有限公司
600629,华建集团,1999-06-11,--,公开谴责,上海证券交易所,本公司
600633,浙数文化,2014-06-13,--,公开谴责,上海证券交易所,傅建中，林海文，浙报传媒集团股份有限公司原控股股东新洲集团有限公司
600634,*ST富控,2020-11-18,--,公开谴责，通报批评，其他,上海证券交易所,本公司，时任董事长杨影，时任董事丁传东，时任总经理李欣，时任独立董事李继东，时任独立董事张宁，时任监事屠琳峰，时任监事马方健，时任监事何鸣，时任董事会秘书陶婷婷，时任独立董事兼审计委员会召集人范富尧，时任总经理兼董事会秘书叶建华，时任财务总监林雪峰
600634,*ST富控,2020-11-16,--,其他,上海证券交易所,本公司
600634,*ST富控,2020-11-14,--,责令改正,中国证券监督管理委员会上海监管局,本公司
600634,*ST富控,2015-11-24,--,责令改正，行政处罚,中国证券监督管理委员会上海监管局,本公司
600634,*ST富控,2013-10-22,--,公开谴责,上海证券交易所,公司董事长兼总经理鲍崇宪，监事长王星星
600634,*ST富控,2013-09-13,--,责令改正,中国证券监督管理委员会上海监管局,本公司
600634,*ST富控,2010-08-26,--,公开谴责,上海证券交易所,周正明
600634,*ST富控,2006-10-11,30.0000万元,行政处罚，罚款,中国证券监督管理委员会,上海海鸟企业发展股份有限公司，唐海根，洪波、董雪根、周敏、朱国兴、芮明杰
600634,*ST富控,2004-09-30,--,公开谴责,上海证券交易所,上海海鸟企业发展股份有限公司，唐海根、董事洪波、周敏、雪根，唐海根
600635,大众公用,2020-09-05,834.7900万元,罚款，责令改正，行政处罚,上海市市场监督管理局,公司子公司上海大众燃气有限公司
600635,大众公用,2006-07-08,5.0000万元,行政处罚，罚款,中国证券监督管理委员会,上海大众公用事业（集团）股份有限公司
600635,大众公用,2005-05-17,--,公开谴责,上海证券交易所,本公司
600636,国新文化,2014-08-30,--,责令改正,中国证券监督管理委员会上海监管局,本公司
600637,东方明珠,2016-09-24,--,警告,中国证券监督管理委员会上海监管局,本公司
600637,东方明珠,2006-12-30,360.0000万元,罚款，通报批评，行政处罚,国家外汇管理局上海市分局,公司子公司上海广电数字音像电子有限公司
600638,新黄浦,2017-01-06,--,警告,中国证券监督管理委员会上海监管局,本公司
600638,新黄浦,2010-08-26,--,公开谴责,上海证券交易所,上海新华闻投资有限公司，中国华闻投资控股有限公司
600640,号百控股,2001-09-14,--,通报批评,中国证券监督管理委员会,联通国脉通信股份有限公司、葛镭、赵一雷
600641,万业企业,2020-09-04,--,其他,中国证券监督管理委员会上海监管局,本公司
600641,万业企业,2018-09-04,573.1293万元,罚款，行政处罚，其他,中国证券监督管理委员会,林震森
600645,中源协和,2021-02-01,--,通报批评,上海证券交易所,公司实际控制人、时任副董事长、总经理李德福
600645,中源协和,2020-09-11,--,其他,中国证券监督管理委员会天津监管局,公司实际控制人、副董事长、时任总经理李德福
600645,中源协和,2020-03-16,--,其他,中国证券监督管理委员会浙江监管局,董事长龚虹嘉，杭州海康威视数字技术股份有限公司总经理胡扬忠
600645,中源协和,2018-12-21,--,其他,中国证券监督管理委员会天津监管局,本公司，公司董事会秘书张晴
600645,中源协和,2018-06-26,--,通报批评,上海证券交易所,本公司，时任公司董事会秘书张晴
600645,中源协和,2011-08-09,--,刑事处罚,天津市南开区人民法院,何平，叶新，柴新宇，高鹏德
600647,同达创业,2000-05-31,6.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,上海粤海企业发展股份有限公司，丁迅，张庆华，叶成兴、袁安源、冯广夹
600648,外高桥,2008-05-07,30.0000万元,行政处罚，罚款,中国证券监督管理委员会,上海外高桥保税区开发股份有限公司，史贤俊，丁莉，盛默，刘新民，洪志华，叶国安
600651,飞乐音响,2019-11-02,140.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会上海监管局,本公司，时任总经理庄申安，时任董事长黄金刚，时任总会计师李虹，时任董事会秘书赵开兰
600651,飞乐音响,2019-06-12,--,其他,中国证券监督管理委员会上海监管局,本公司
600651,飞乐音响,2018-12-28,--,公开谴责，通报批评,上海证券交易所,本公司，时任公司董事长黄金刚，时任公司总经理庄申安，时任公司总会计师李虹，时任公司董事会秘书赵开兰
600651,飞乐音响,2018-08-07,--,其他,中国证券监督管理委员会上海监管局,公司股东北京申安联合有限公司
600652,ST游久,2021-03-25,--,通报批评,上海证券交易所,公司实际控制人周五云，公司原实际控制人雷宪红，公司原实际控制人张立燕，公司原实际控制人刘祥，天天科技有限公司
600652,ST游久,2020-11-07,--,其他,中国证券监督管理委员会上海监管局,公司实际控制人周五云，公司控股股东天天科技有限公司，公司控股股东原实际控制人雷宪红，公司控股股东原实际控制人张立燕，公司控股股东原实际控制人刘祥
600652,ST游久,2019-07-01,--,通报批评,上海证券交易所,时任公司董事吴烨
600652,ST游久,2018-12-21,--,其他,中国证券监督管理委员会上海监管局,本公司
600652,ST游久,2018-11-20,--,通报批评,上海证券交易所,本公司，时任公司董事长兼总经理谢鹏，时任公司财务总监王新春，时任公司董事会秘书许鹿鹏，时任公司董事会审计委员会召集人刘继通
600652,ST游久,2018-10-11,--,其他,中国证券监督管理委员会上海监管局,公司离任董事吴烨
600652,ST游久,2017-04-26,60.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会上海监管局,公司股东刘亮，公司股东代琳
600652,ST游久,2016-05-18,--,通报批评,上海证券交易所,公司股东刘亮，公司股东代琳
600653,申华控股,2020-11-23,--,其他,中国证券监督管理委员会辽宁监管局,公司间接控股股东华晨汽车集团控股有限公司
600653,申华控股,2020-08-28,--,通报批评,上海证券交易所,本公司，本公司控股股东华晨汽车集团控股有限公司，本公司时任董事长祁玉民，本公司时任总裁兼董事长(代行)兼财务总监(代行)池冶，本公司时任总裁杨铮，本公司时任董事沈毅，本公司时任董事会秘书张鑫，本公司时任财务总监于东，本公司时任财务总监杨方
600653,申华控股,2019-12-07,--,其他,中国证券监督管理委员会上海监管局,本公司
600653,申华控股,2017-01-11,--,警告,中国证券监督管理委员会上海监管局,本公司
600653,申华控股,2016-11-29,--,通报批评,上海证券交易所,公司董事会秘书翟锋
600653,申华控股,2003-06-10,--,公开谴责,上海证券交易所,本公司
600654,ST中安,2019-05-31,320.0000万元,罚款，警告，市场禁入，责令改正，行政处罚，其他,中国证券监督管理委员会,本公司，时任公司董事长黄峰，时任公司董事、总经理邱忠成，时任公司董事、财务总监朱晓东，时任公司独立董事殷承良，时任公司独立董事蒋志伟，时任公司独立董事常清，时任中安消技术法定代表人、总经理周侠，时任中安消技术安防消防板块财务总监吴巧民，中安消技术有限公司，深圳市中恒汇志投资有限公司，时任中恒汇志实际控制人、董事长涂国身
600654,ST中安,2019-05-27,110.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会,本公司，时任公司董事长黄峰，时任公司董事、总经理邱忠成，时任公司董事、财务总监朱晓东，时任公司独立董事殷承良，时任公司独立董事蒋志伟，时任公司独立董事常清
600654,ST中安,2019-04-22,30.0000万元,罚款，行政处罚,中国证券监督管理委员会,屈振兴
600654,ST中安,2018-06-27,--,责令改正,中国证券监督管理委员会上海监管局,本公司控股股东深圳市中恒汇志投资有限公司
600655,豫园股份,2013-08-13,501.9600万元,罚款,上海市物价局,上海老庙黄金有限公司，上海亚一金店有限公司
600656,退市博元,2015-05-12,--,其他,中国证券监督管理委员会广东监管局,庄春虹
600656,退市博元,2015-05-01,--,责令改正,中国证券监督管理委员会广东监管局,本公司
600656,退市博元,2014-12-09,--,其他,中国证券监督管理委员会广东监管局,本公司
600656,退市博元,2011-09-16,130.0000万元,罚款，行政处罚,中国证券监督管理委员会,珠海市博元投资股份有限公司，麦校勋，许志榕，刘晓峰，任昌建，罗文海，陈杰，方遒，伍宝清，汤剑平
600656,退市博元,2010-11-03,--,公开谴责,上海证券交易所,前实际控制人及股东等
600656,退市博元,2010-09-21,--,公开谴责,上海证券交易所,东莞市勋达投资管理有限公司及许志榕
600656,退市博元,2010-04-09,--,其他,中国证券监督管理委员会广东监管局,任昌建
